corvid::Predicate::Contains	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::GeoWithin	Geo	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::And	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Or	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Not	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::and	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::or	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::eval	WHERE	N/A	N/A	predicate evaluation is engine-internal; bindings pass predicates to Query.filter()/deleteWhere()
corvid::field	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::eq	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::ne	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::lt	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::le	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::gt	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::ge	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::exists	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::is_in	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::between	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::starts_with	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::contains	WHERE	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::within_km	Geo	MAPPED	corvid.Pred constructor family (+ andOp/orOp/notOp moves)	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Metric	Vector search	MAPPED	corvid.Metric enum (.cosine/.dot/.l2)	golden:queries.txt:QVEC
corvid::Metric::Cosine	Vector search	MAPPED	corvid.Metric enum (.cosine/.dot/.l2)	golden:queries.txt:QVEC
corvid::Metric::Dot	Vector search	MAPPED	corvid.Metric enum (.cosine/.dot/.l2)	golden:queries.txt:QVEC
corvid::Metric::L2	Vector search	MAPPED	corvid.Metric enum (.cosine/.dot/.l2)	golden:queries.txt:QVEC
corvid::Metric::distance	Vector search	N/A	N/A	pure math helper, not a binding API; metric behavior surfaces via Query.vector metric + index creation
corvid::distance::dot	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::distance::l2_squared	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::distance::cosine_distance	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::Quantization	Vector search	MAPPED	corvid.Quant enum (.none/.binary/.scalar)	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::None	Vector search	MAPPED	corvid.Quant enum (.none/.binary/.scalar)	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::Binary	Vector search	MAPPED	corvid.Quant enum (.none/.binary/.scalar)	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::Scalar	Vector search	MAPPED	corvid.Quant enum (.none/.binary/.scalar)	golden:schema.txt:IDX_VEC_Q
corvid::Result	Lifecycle	MAPPED	corvid.Error + corvid.lastErrorCode/lastErrorMessage	golden:mutations.txt:INSERT_ERR
corvid::Error	Lifecycle	MAPPED	corvid.ErrCode via corvid.lastErrorCode	errcodes
corvid::Error::Database	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 1)	errcodes (frozen-table _Static_assert test)
corvid::Error::Transaction	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 2)	errcodes (frozen-table _Static_assert test)
corvid::Error::Table	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 3)	errcodes (frozen-table _Static_assert test)
corvid::Error::Storage	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 4)	errcodes (frozen-table _Static_assert test)
corvid::Error::Commit	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 5)	errcodes (frozen-table _Static_assert test)
corvid::Error::SetDurability	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 6)	errcodes (frozen-table _Static_assert test)
corvid::Error::Compaction	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 7)	errcodes (frozen-table _Static_assert test)
corvid::Error::Decode	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 8)	errcodes (frozen-table _Static_assert test)
corvid::Error::CorruptIndex	Schema (ALTER)	MAPPED	corvid.Error / corvid.ErrCode (code 9)	errcodes (frozen-table _Static_assert test)
corvid::Error::ReservedCollection	Schema (ALTER)	MAPPED	corvid.Error / corvid.ErrCode (code 10)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:INSERT_ERR(err:10)
corvid::Error::InvalidName	Schema (ALTER)	MAPPED	corvid.Error / corvid.ErrCode (code 11)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:INSERT_ERR(err:11)
corvid::Error::InvalidArgument	Hybrid	MAPPED	corvid.Error / corvid.ErrCode (code 12)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:UPDATE_ABORT(err:12)
corvid::Error::IncompatibleFormat	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 13)	errcodes (frozen-table _Static_assert test)
corvid::Error::EmptyIndexTraining	Schema (ALTER)	MAPPED	corvid.Error / corvid.ErrCode (code 14)	errcodes (frozen-table _Static_assert test); golden:schema.txt:IDX_PQ_ERR(err:14)
corvid::Error::SchemaViolation	Schema (ALTER)	MAPPED	corvid.Error / corvid.ErrCode (code 15)	errcodes (frozen-table _Static_assert test); golden:schema.txt:SCHEMA_ERR(err:15)
corvid::Error::InvalidDump	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 16)	errcodes (frozen-table _Static_assert test)
corvid::Error::BackupTargetExists	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 17)	errcodes (frozen-table _Static_assert test); golden:admin.txt:BACKUP_DUP(err:17)
corvid::Error::Io	Lifecycle	MAPPED	corvid.Error / corvid.ErrCode (code 18)	errcodes (frozen-table _Static_assert test)
corvid::ResultRow	SELECT shaping	MAPPED	corvid.Rows.next cursor (corvid.Row)	golden:queries.txt
corvid::PlanShape	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::AnnIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::TextIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::IndexedWindow	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::SortIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::StreamingTopK	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::Scan	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder	SELECT shaping	MAPPED	corvid.Collection.query (corvid.Query builder)	golden:queries.txt
corvid::Collection::query	SELECT shaping	MAPPED	corvid.Collection.query (corvid.Query builder)	golden:queries.txt
corvid::QueryBuilder::filter	WHERE	MAPPED	corvid.Query.filter (consumes the corvid.Pred)	golden:queries.txt:QF_COUNT
corvid::QueryBuilder::vector	Vector search	MAPPED	corvid.Query.vector	golden:queries.txt:QVEC
corvid::QueryBuilder::text	Text search	MAPPED	corvid.Query.text	golden:queries.txt:QTEXT
corvid::QueryBuilder::fuse_rrf	Hybrid	MAPPED	corvid.Query.fuseRrf	golden:queries.txt:HYBRID_F
corvid::QueryBuilder::rerank_mmr	Hybrid	MAPPED	corvid.Query.rerankMmr	golden:queries.txt:HYBRID
corvid::QueryBuilder::limit	SELECT shaping	MAPPED	corvid.Query.limit	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::offset	SELECT shaping	MAPPED	corvid.Query.offset	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::order_by	SELECT shaping	MAPPED	corvid.Query.orderBy/orderByDesc	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::approx	Vector search	MAPPED	corvid.Query.approx	golden:queries.txt:APPROX
corvid::QueryBuilder::select	SELECT shaping	MAPPED	corvid.Query.select	golden:queries.txt:SELECT
corvid::QueryBuilder::count	Aggregations	MAPPED	corvid.Query.count	golden:queries.txt:AGG_COUNT
corvid::QueryBuilder::group_count	Aggregations	MAPPED	corvid.Query.groupCount	golden:queries.txt:AGG_GCOUNT
corvid::QueryBuilder::sum	Aggregations	MAPPED	corvid.Query.sum	golden:queries.txt:AGG_SUM
corvid::QueryBuilder::avg	Aggregations	MAPPED	corvid.Query.avg	golden:queries.txt:AGG_AVG
corvid::QueryBuilder::min	Aggregations	MAPPED	corvid.Query.min	golden:queries.txt:AGG_MIN
corvid::QueryBuilder::max	Aggregations	MAPPED	corvid.Query.max	golden:queries.txt:AGG_MAX
corvid::QueryBuilder::count_distinct	Aggregations	MAPPED	corvid.Query.countDistinct	golden:queries.txt:AGG_DISTINCT
corvid::QueryBuilder::group_sum	Aggregations	MAPPED	corvid.Query.groupSum	golden:queries.txt:AGG_GSUM
corvid::QueryBuilder::group_avg	Aggregations	MAPPED	corvid.Query.groupAvg	golden:queries.txt:AGG_GAVG
corvid::QueryBuilder::plan	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::plan_shape	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::explain	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::run	SELECT shaping	MAPPED	corvid.Query.run (consumes the builder)	golden:queries.txt:QVEC
corvid::Db	Lifecycle	MAPPED	corvid.Db.open/openMemory handle (deinit)	golden:admin.txt:FILEDB
corvid::Db::open	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::open_in_memory	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::collection	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::backup	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::bulk	Lifecycle	N/A	N/A	put_many covers the bulk fast path (FFI.md §9); Db::bulk not exposed
corvid::Db::compact	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::collections	Lifecycle	MAPPED	corvid.Db.open/openMemory/collection/collections/backup/compact + corvid.Collection.deinit	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Collection	Mutations	MAPPED	corvid.Collection handle family (deinit)	golden:mutations.txt:COLL
corvid::Collection::insert	Mutations	MAPPED	corvid.Collection.insert/update/patch/compareAndSet	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::update	Mutations	MAPPED	corvid.Collection.insert/update/patch/compareAndSet	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::patch	Mutations	MAPPED	corvid.Collection.insert/update/patch/compareAndSet	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::compare_and_set	Mutations	MAPPED	corvid.Collection.insert/update/patch/compareAndSet	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::for_each_doc	SELECT shaping	MAPPED	corvid.Collection.scan callback + early stop	golden:mutations.txt:SCAN/SCAN_STOP
corvid::Collection::len	SELECT shaping	MAPPED	corvid.Collection.len (== 0 for empty)	golden:mutations.txt:LEN
corvid::Collection::is_empty	SELECT shaping	MAPPED	corvid.Collection.len (== 0 for empty)	golden:mutations.txt:LEN
corvid::Collection::insert_batch	Mutations	MAPPED	corvid.Collection.putMany (corvid.Kv)	golden:mutations.txt:PUTMANY + golden:schema.txt:PUTMANY_ROLLBACK
corvid::Collection::insert_auto	Mutations	MAPPED	corvid.Collection.insertAuto	golden:mutations.txt:INSERT_AUTO
corvid::Collection::get	SELECT shaping	MAPPED	corvid.Collection.get (+ corvid.Value/ValueView.mapKeys)	golden:mutations.txt:GET/GET_KEYS
corvid::Collection::delete	Mutations	MAPPED	corvid.Collection.delete/deleteWhere/deleteBatch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::delete_where	Mutations	MAPPED	corvid.Collection.delete/deleteWhere/deleteBatch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::delete_batch	Mutations	MAPPED	corvid.Collection.delete/deleteWhere/deleteBatch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::scan	SELECT shaping	MAPPED	corvid.Collection.scan (full walk)	golden:mutations.txt:SCAN
corvid::Collection::page	SELECT shaping	MAPPED	corvid.Collection.page (corvid.Page)	golden:mutations.txt:PAGE
corvid::Collection::page_where	SELECT shaping	N/A	N/A	filtered keyset pagination composes from filter+limit/offset (FFI.md §9 spec note)
corvid::db::Page	SELECT shaping	MAPPED	corvid.Collection.page (corvid.Page)	golden:mutations.txt:PAGE
corvid::Store	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::open	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::open_in_memory	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::set_relaxed_durability	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::begin_bulk	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::flush	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::compact	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::next_auto_id	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::backup	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::transaction	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::read	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::put	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::delete	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::collections	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::count	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::for_each	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan_prefix	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::BulkScope	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::put	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::delete	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::next_auto_id	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::collections	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::auto_ids	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan_prefix	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::for_each	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Hit	Vector search	MAPPED	corvid.Row.score from corvid.Rows.next	golden:queries.txt:QVEC
corvid::TextHit	Text search	MAPPED	corvid.Row.score from corvid.Rows.next	golden:queries.txt:QTEXT
corvid::Collection::text_search	Text search	N/A	N/A	direct search fn not exposed: the query builder replaces it (Query.vector()/text(); FFI.md §9)
corvid::Collection::phrase_search	Text search	MAPPED	corvid.Collection.phraseSearch (the v0.3.0 direct positional fn) over the corvid.Rows cursor	golden:queries.txt:PHRASE
corvid::Collection::vector_search	Vector search	N/A	N/A	direct search fn not exposed: the query builder replaces it (Query.vector()/text(); FFI.md §9)
corvid::text::Bm25Params	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Bm25Params::new	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Bm25Params::validate	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::tokenize	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::s_stem	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer::raw	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer::analyze	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::analyze	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
